CUSTOMERID,RECENCY,FREQUENCY,MONETARY,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,RFM_SCORE,SEGMENT
15195,3,1,3861.00,5,5,1,551,"LOYAL CUSTOMER"
16717,24,6,3858.38,4,1,1,411,"POTENTIAL LOYALISTS"
12662,1,11,3849.78,5,1,1,511,"POTENTIAL LOYALISTS"
16327,15,6,3844.22,4,1,1,411,"POTENTIAL LOYALISTS"
13266,12,12,3834.26,5,1,1,511,"POTENTIAL LOYALISTS"
17091,3,9,3827.76,5,1,1,511,"POTENTIAL LOYALISTS"
15867,6,15,3812.64,5,1,1,511,"POTENTIAL LOYALISTS"
12755,281,2,3811.95,1,3,1,131,OTHERS
12597,20,4,3811.22,4,2,1,421,"POTENTIAL LOYALISTS"
13435,6,7,3809.89,5,1,1,511,"POTENTIAL LOYALISTS"
12668,12,4,3807.15,5,2,1,521,"POTENTIAL LOYALISTS"
16145,9,11,3799.49,5,1,1,511,"POTENTIAL LOYALISTS"
16655,18,6,3794.52,4,1,1,411,"POTENTIAL LOYALISTS"
16168,11,27,3787.60,5,1,1,511,"POTENTIAL LOYALISTS"
16019,47,9,3786.24,3,1,1,311,OTHERS
12562,9,7,3781.74,5,1,1,511,"POTENTIAL LOYALISTS"
17173,6,8,3766.60,5,1,1,511,"POTENTIAL LOYALISTS"
16904,5,16,3754.27,5,1,1,511,"POTENTIAL LOYALISTS"
12429,10,4,3750.40,5,2,1,521,"POTENTIAL LOYALISTS"
17238,3,17,3744.65,5,1,1,511,"POTENTIAL LOYALISTS"
14145,47,4,3742.20,3,2,1,321,OTHERS
13552,67,12,3740.07,3,1,1,311,OTHERS
16570,16,10,3738.40,4,1,1,411,"POTENTIAL LOYALISTS"
15808,307,4,3734.97,1,2,1,121,"AT RISK"
14282,4,15,3729.34,5,1,1,511,"POTENTIAL LOYALISTS"
12502,96,5,3723.87,2,2,1,221,"AT RISK"
12647,23,12,3722.82,4,1,1,411,"POTENTIAL LOYALISTS"
13680,2,4,3722.42,5,2,1,521,"POTENTIAL LOYALISTS"
16240,25,2,3718.80,4,4,1,441,"LOYAL CUSTOMER"
14364,109,8,3717.35,2,1,1,211,"AT RISK"
15845,18,8,3711.77,4,1,1,411,"POTENTIAL LOYALISTS"
15622,44,9,3709.56,3,1,1,311,OTHERS
13148,30,12,3707.12,4,1,1,411,"POTENTIAL LOYALISTS"
17819,72,7,3704.87,3,1,1,311,OTHERS
15379,170,7,3703.29,2,1,1,211,"AT RISK"
12553,9,10,3692.28,5,1,1,511,"POTENTIAL LOYALISTS"
16253,67,2,3683.86,3,3,1,331,OTHERS
15581,121,13,3679.97,2,1,1,211,"AT RISK"
15296,51,6,3672.86,3,1,1,311,OTHERS
18079,46,4,3651.97,3,2,1,321,OTHERS
13137,11,8,3650.41,5,1,1,511,"POTENTIAL LOYALISTS"
12417,4,9,3649.10,5,1,1,511,"POTENTIAL LOYALISTS"
16712,10,11,3645.43,5,1,1,511,"POTENTIAL LOYALISTS"
13426,1,10,3641.32,5,1,1,511,"POTENTIAL LOYALISTS"
12619,17,9,3641.24,4,1,1,411,"POTENTIAL LOYALISTS"
16440,8,5,3640.67,5,2,1,521,"POTENTIAL LOYALISTS"
13381,32,6,3639.31,4,1,1,411,"POTENTIAL LOYALISTS"
17230,265,8,3638.41,1,1,1,111,"AT RISK"
14543,29,16,3630.33,4,1,1,411,"POTENTIAL LOYALISTS"
17528,2,8,3628.50,5,1,1,511,"POTENTIAL LOYALISTS"
13327,39,8,3627.77,3,1,1,311,OTHERS
13520,59,6,3624.35,3,1,1,311,OTHERS
17576,9,19,3622.68,5,1,1,511,"POTENTIAL LOYALISTS"
14040,41,12,3614.92,3,1,1,311,OTHERS
13082,127,9,3613.63,2,1,1,211,"AT RISK"
15505,53,5,3610.96,3,2,1,321,OTHERS
15113,10,3,3609.33,5,3,1,531,"POTENTIAL LOYALISTS"
16242,9,7,3603.21,5,1,1,511,"POTENTIAL LOYALISTS"
15484,2,4,3594.31,5,2,1,521,"POTENTIAL LOYALISTS"
14132,3,11,3586.03,5,1,1,511,"POTENTIAL LOYALISTS"
17203,36,6,3563.85,3,1,1,311,OTHERS
17491,2,10,3558.87,5,1,1,511,"POTENTIAL LOYALISTS"
15544,10,9,3546.71,5,1,1,511,"POTENTIAL LOYALISTS"
12370,52,4,3545.69,3,2,1,321,OTHERS
14503,4,6,3543.26,5,1,1,511,"POTENTIAL LOYALISTS"
13448,17,6,3539.37,4,1,1,411,"POTENTIAL LOYALISTS"
13334,83,3,3536.82,2,2,1,221,"AT RISK"
12454,57,1,3528.34,3,5,1,351,"LOYAL CUSTOMER"
17160,32,6,3518.03,4,1,1,411,"POTENTIAL LOYALISTS"
13953,8,7,3515.68,5,1,1,511,"POTENTIAL LOYALISTS"
16360,5,6,3512.53,5,1,1,511,"POTENTIAL LOYALISTS"
14395,3,9,3507.71,5,1,1,511,"POTENTIAL LOYALISTS"
16131,52,6,3506.54,3,1,1,311,OTHERS
14907,4,7,3501.10,5,1,1,511,"POTENTIAL LOYALISTS"
16458,3,18,3482.74,5,1,1,511,"POTENTIAL LOYALISTS"
13993,43,9,3466.36,3,1,1,311,OTHERS
13014,11,10,3466.28,5,1,1,511,"POTENTIAL LOYALISTS"
17758,20,8,3456.70,4,1,1,411,"POTENTIAL LOYALISTS"
15410,85,8,3450.84,2,1,1,211,"AT RISK"
13536,2,7,3448.29,5,1,1,511,"POTENTIAL LOYALISTS"
15129,51,11,3447.40,3,1,1,311,OTHERS
15974,40,7,3442.15,3,1,1,311,OTHERS
17725,17,11,3439.08,4,1,1,411,"POTENTIAL LOYALISTS"
15676,19,3,3435.76,4,3,1,431,"POTENTIAL LOYALISTS"
14221,43,9,3432.80,3,1,1,311,OTHERS
12406,23,2,3415.30,4,4,1,441,"LOYAL CUSTOMER"
15981,25,8,3408.48,4,1,1,411,"POTENTIAL LOYALISTS"
13437,15,7,3408.06,4,1,1,411,"POTENTIAL LOYALISTS"
17669,43,7,3406.72,3,1,1,311,OTHERS
13198,11,6,3401.24,5,1,1,511,"POTENTIAL LOYALISTS"
15228,67,4,3386.71,3,2,1,321,OTHERS
13842,59,9,3385.62,3,1,1,311,OTHERS
15708,41,7,3364.24,3,1,1,311,OTHERS
16011,9,16,3362.71,5,1,1,511,"POTENTIAL LOYALISTS"
14227,27,10,3350.96,4,1,1,411,"POTENTIAL LOYALISTS"
16818,11,11,3349.57,5,1,1,511,"POTENTIAL LOYALISTS"
16607,18,14,3347.71,4,1,1,411,"POTENTIAL LOYALISTS"
17183,8,6,3347.31,5,1,1,511,"POTENTIAL LOYALISTS"
13015,54,5,3346.28,3,2,1,321,OTHERS
12643,129,6,3344.64,2,1,1,211,"AT RISK"
12613,58,5,3344.38,3,2,1,321,OTHERS
12594,38,10,3338.22,3,1,1,311,OTHERS
16556,67,7,3313.79,3,1,1,311,OTHERS
13373,61,3,3312.25,3,2,1,321,OTHERS
14841,54,6,3295.76,3,1,1,311,OTHERS
14702,2,17,3292.14,5,1,1,511,"POTENTIAL LOYALISTS"
15632,16,8,3285.31,4,1,1,411,"POTENTIAL LOYALISTS"
12480,29,4,3281.63,4,2,1,421,"POTENTIAL LOYALISTS"
15764,89,6,3279.97,2,1,1,211,"AT RISK"
17723,128,6,3276.40,2,1,1,211,"AT RISK"
13952,218,2,3251.07,1,3,1,131,OTHERS
13047,32,10,3237.54,4,1,1,411,"POTENTIAL LOYALISTS"
15443,2,7,3236.91,5,1,1,511,"POTENTIAL LOYALISTS"
17050,97,6,3228.84,2,1,1,211,"AT RISK"
14175,60,3,3222.30,3,2,1,321,OTHERS
13880,22,13,3219.77,4,1,1,411,"POTENTIAL LOYALISTS"
13268,18,11,3214.69,4,1,1,411,"POTENTIAL LOYALISTS"
14388,11,8,3212.84,5,1,1,511,"POTENTIAL LOYALISTS"
16107,18,7,3204.16,4,1,1,411,"POTENTIAL LOYALISTS"
17220,25,14,3198.25,4,1,1,411,"POTENTIAL LOYALISTS"
13868,8,2,3192.54,5,4,1,541,"LOYAL CUSTOMER"
17685,17,7,3191.53,4,1,1,411,"POTENTIAL LOYALISTS"
13758,12,7,3190.55,5,1,1,511,"POTENTIAL LOYALISTS"
14844,64,4,3189.81,3,2,1,321,OTHERS
12456,45,3,3181.04,3,3,1,331,OTHERS
17672,51,2,3178.17,3,3,1,331,OTHERS
17231,13,10,3174.32,5,1,1,511,"POTENTIAL LOYALISTS"
16837,32,11,3170.98,4,1,1,411,"POTENTIAL LOYALISTS"
16041,31,3,3166.40,4,3,1,431,"POTENTIAL LOYALISTS"
15861,13,8,3165.36,5,1,1,511,"POTENTIAL LOYALISTS"
17863,60,6,3160.00,3,1,1,311,OTHERS
15065,38,4,3158.13,3,2,1,321,OTHERS
14235,76,5,3144.86,2,2,1,221,"AT RISK"
13742,17,12,3131.02,4,1,1,411,"POTENTIAL LOYALISTS"
16156,9,9,3122.04,5,1,1,511,"POTENTIAL LOYALISTS"
13685,3,7,3119.44,5,1,1,511,"POTENTIAL LOYALISTS"
16326,6,14,3110.96,5,1,1,511,"POTENTIAL LOYALISTS"
16678,3,12,3109.99,5,1,1,511,"POTENTIAL LOYALISTS"
13869,124,4,3104.95,2,2,1,221,"AT RISK"
14099,17,11,3104.17,4,1,1,411,"POTENTIAL LOYALISTS"
16905,6,7,3102.43,5,1,1,511,"POTENTIAL LOYALISTS"
15491,96,6,3100.09,2,1,1,211,"AT RISK"
14257,65,5,3099.72,3,2,1,321,OTHERS
14565,96,4,3099.12,2,2,1,221,"AT RISK"
13135,197,1,3096.00,1,4,1,141,"LOYAL CUSTOMER"
17059,30,5,3095.04,4,2,1,421,"POTENTIAL LOYALISTS"
13362,10,4,3090.74,5,2,1,521,"POTENTIAL LOYALISTS"
15998,37,5,3089.97,3,2,1,321,OTHERS
16218,30,7,3084.68,4,1,1,411,"POTENTIAL LOYALISTS"
18272,3,6,3078.58,5,1,1,511,"POTENTIAL LOYALISTS"
12910,24,8,3075.04,4,1,1,411,"POTENTIAL LOYALISTS"
13631,100,11,3070.42,2,1,1,211,"AT RISK"
16686,48,7,3062.83,3,1,1,311,OTHERS
14456,6,9,3062.40,5,1,1,511,"POTENTIAL LOYALISTS"
17799,23,10,3055.93,4,1,1,411,"POTENTIAL LOYALISTS"
16940,53,3,3049.88,3,3,1,331,OTHERS
16393,3,13,3046.21,5,1,1,511,"POTENTIAL LOYALISTS"
16709,85,5,3029.87,2,2,1,221,"AT RISK"
12598,10,8,3023.08,5,1,1,511,"POTENTIAL LOYALISTS"
12395,20,12,3018.63,4,1,1,411,"POTENTIAL LOYALISTS"
18094,82,7,3017.30,2,1,1,211,"AT RISK"
12754,236,3,3010.74,1,2,1,121,"AT RISK"
12916,139,4,3006.15,2,2,1,221,"AT RISK"
15521,41,8,3000.20,3,1,1,311,OTHERS
17659,18,12,2999.46,4,1,1,411,"POTENTIAL LOYALISTS"
17504,207,9,2997.03,1,1,1,111,"AT RISK"
12670,11,5,2996.05,5,2,1,521,"POTENTIAL LOYALISTS"
14307,89,6,2995.72,2,1,1,211,"AT RISK"
15687,9,9,2993.10,5,1,1,511,"POTENTIAL LOYALISTS"
14639,53,6,2984.49,3,1,1,311,OTHERS
13451,27,5,2976.15,4,2,1,421,"POTENTIAL LOYALISTS"
14032,3,11,2975.59,5,1,1,511,"POTENTIAL LOYALISTS"
15854,5,12,2974.65,5,1,1,511,"POTENTIAL LOYALISTS"
16497,50,6,2965.69,3,1,1,311,OTHERS
17924,12,7,2962.50,5,1,1,511,"POTENTIAL LOYALISTS"
14868,4,8,2953.59,5,1,1,511,"POTENTIAL LOYALISTS"
17084,36,2,2949.75,3,3,1,331,OTHERS
17444,148,3,2940.04,2,2,1,221,"AT RISK"
16316,65,8,2938.91,3,1,1,311,OTHERS
14530,26,6,2925.91,4,1,1,411,"POTENTIAL LOYALISTS"
17512,29,10,2924.99,4,1,1,411,"POTENTIAL LOYALISTS"
15606,62,9,2920.16,3,1,1,311,OTHERS
12906,12,5,2919.81,5,2,1,521,"POTENTIAL LOYALISTS"
14112,23,7,2915.15,4,1,1,411,"POTENTIAL LOYALISTS"
12438,15,2,2906.85,4,4,1,441,"LOYAL CUSTOMER"
17644,2,11,2895.64,5,1,1,511,"POTENTIAL LOYALISTS"
18144,8,12,2888.75,5,1,1,511,"POTENTIAL LOYALISTS"
12408,33,5,2888.55,3,2,1,321,OTHERS
13735,25,4,2885.24,4,2,1,421,"POTENTIAL LOYALISTS"
16633,18,6,2883.10,4,1,1,411,"POTENTIAL LOYALISTS"
15673,89,4,2881.02,2,2,1,221,"AT RISK"
14251,2,5,2879.70,5,2,1,521,"POTENTIAL LOYALISTS"
17728,4,3,2876.01,5,3,1,531,"POTENTIAL LOYALISTS"
14005,10,5,2874.72,5,2,1,521,"POTENTIAL LOYALISTS"
15628,5,9,2870.24,5,1,1,511,"POTENTIAL LOYALISTS"
14711,11,11,2868.80,5,1,1,511,"POTENTIAL LOYALISTS"
13901,73,5,2867.20,2,2,1,221,"AT RISK"
14535,61,3,2864.19,3,2,1,321,OTHERS
12685,29,6,2863.08,4,1,1,411,"POTENTIAL LOYALISTS"
18145,13,4,2861.55,5,2,1,521,"POTENTIAL LOYALISTS"
16928,81,17,2847.60,2,1,1,211,"AT RISK"
15984,3,10,2837.67,5,1,1,511,"POTENTIAL LOYALISTS"
14852,59,6,2836.69,3,1,1,311,OTHERS
14572,4,7,2832.84,5,1,1,511,"POTENTIAL LOYALISTS"
17596,24,7,2827.93,4,1,1,411,"POTENTIAL LOYALISTS"
14842,44,4,2824.69,3,2,1,321,OTHERS
13174,17,3,2817.03,4,3,1,431,"POTENTIAL LOYALISTS"
16871,23,6,2812.34,4,1,1,411,"POTENTIAL LOYALISTS"
12356,23,3,2811.43,4,3,1,431,"POTENTIAL LOYALISTS"
14903,22,5,2810.63,4,2,1,421,"POTENTIAL LOYALISTS"
18230,10,7,2810.20,5,1,1,511,"POTENTIAL LOYALISTS"
13230,5,14,2806.97,5,1,1,511,"POTENTIAL LOYALISTS"
16081,57,5,2806.90,3,2,1,321,OTHERS
16764,4,13,2799.25,5,1,1,511,"POTENTIAL LOYALISTS"
15993,9,7,2797.57,5,1,1,511,"POTENTIAL LOYALISTS"
13769,3,10,2796.51,5,1,1,511,"POTENTIAL LOYALISTS"
12578,22,2,2794.51,4,4,1,441,"LOYAL CUSTOMER"
12758,117,2,2791.59,2,3,1,231,OTHERS
17739,12,7,2791.35,5,1,1,511,"POTENTIAL LOYALISTS"
14626,24,4,2791.27,4,2,1,421,"POTENTIAL LOYALISTS"
17213,41,7,2781.23,3,1,1,311,OTHERS
12388,16,6,2780.66,4,1,1,411,"POTENTIAL LOYALISTS"
14121,4,4,2780.15,5,2,1,521,"POTENTIAL LOYALISTS"
17838,27,5,2779.30,4,2,1,421,"POTENTIAL LOYALISTS"
13870,3,8,2770.94,5,1,1,511,"POTENTIAL LOYALISTS"
15356,32,10,2766.50,4,1,1,411,"POTENTIAL LOYALISTS"
15114,31,10,2760.56,4,1,1,411,"POTENTIAL LOYALISTS"
14854,79,7,2759.83,2,1,1,211,"AT RISK"
13971,19,8,2758.26,4,1,1,411,"POTENTIAL LOYALISTS"
15321,71,3,2748.31,3,2,1,321,OTHERS
12669,151,3,2744.03,2,2,1,221,"AT RISK"
14808,40,8,2741.17,3,1,1,311,OTHERS
14125,11,3,2740.43,5,3,1,531,"POTENTIAL LOYALISTS"
15696,34,8,2736.46,3,1,1,311,OTHERS
16938,9,4,2736.38,5,2,1,521,"POTENTIAL LOYALISTS"
16003,30,5,2735.37,4,2,1,421,"POTENTIAL LOYALISTS"
12840,144,4,2726.77,2,2,1,221,"AT RISK"
12380,22,4,2724.81,4,2,1,421,"POTENTIAL LOYALISTS"
12708,30,10,2712.91,4,1,1,411,"POTENTIAL LOYALISTS"
15796,2,8,2711.56,5,1,1,511,"POTENTIAL LOYALISTS"
17069,29,9,2709.70,4,1,1,411,"POTENTIAL LOYALISTS"
13285,24,4,2709.12,4,2,1,421,"POTENTIAL LOYALISTS"
13654,44,6,2707.33,3,1,1,311,OTHERS
14107,52,7,2703.23,3,1,1,311,OTHERS
14732,9,8,2702.49,5,1,1,511,"POTENTIAL LOYALISTS"
18097,8,6,2697.80,5,1,1,511,"POTENTIAL LOYALISTS"
17386,8,6,2686.42,5,1,1,511,"POTENTIAL LOYALISTS"
12625,212,2,2683.82,1,3,1,131,OTHERS
17346,4,15,2676.56,5,1,1,511,"POTENTIAL LOYALISTS"
13883,11,5,2674.48,5,2,1,521,"POTENTIAL LOYALISTS"
14713,10,11,2666.36,5,1,1,511,"POTENTIAL LOYALISTS"
12360,53,3,2662.06,3,2,1,321,OTHERS
14439,320,1,2661.24,1,4,1,141,"LOYAL CUSTOMER"
15671,19,7,2657.13,4,1,1,411,"POTENTIAL LOYALISTS"
12721,32,6,2656.13,4,1,1,411,"POTENTIAL LOYALISTS"
13851,96,3,2651.46,2,2,1,221,"AT RISK"
16618,32,5,2647.59,4,2,1,421,"POTENTIAL LOYALISTS"
18260,173,6,2643.20,2,1,1,211,"AT RISK"
13658,10,5,2639.17,5,2,1,521,"POTENTIAL LOYALISTS"
17655,11,7,2638.94,5,1,1,511,"POTENTIAL LOYALISTS"
15752,40,7,2637.38,3,1,1,311,OTHERS
13804,31,7,2635.79,4,1,1,411,"POTENTIAL LOYALISTS"
13771,65,4,2634.45,3,2,1,321,OTHERS
12520,80,5,2634.26,2,2,1,221,"AT RISK"
17402,5,13,2633.85,5,1,1,511,"POTENTIAL LOYALISTS"
18077,9,11,2633.01,5,1,1,511,"POTENTIAL LOYALISTS"
13422,65,1,2626.30,3,5,1,351,"LOYAL CUSTOMER"
13644,17,4,2624.26,4,2,1,421,"POTENTIAL LOYALISTS"
17965,38,14,2622.57,3,1,1,311,OTHERS
18210,2,6,2621.38,5,2,1,521,"POTENTIAL LOYALISTS"
16255,17,8,2619.91,4,1,1,411,"POTENTIAL LOYALISTS"
14262,9,8,2618.23,5,1,1,511,"POTENTIAL LOYALISTS"
13021,5,9,2616.38,5,1,1,511,"POTENTIAL LOYALISTS"
15782,10,3,2614.74,5,3,1,531,"POTENTIAL LOYALISTS"
14397,3,19,2612.96,5,1,1,511,"POTENTIAL LOYALISTS"
12836,60,4,2612.86,3,2,1,321,OTHERS
18075,24,10,2611.75,4,1,1,411,"POTENTIAL LOYALISTS"
12726,29,7,2609.10,4,1,1,411,"POTENTIAL LOYALISTS"
16241,10,13,2607.87,5,1,1,511,"POTENTIAL LOYALISTS"
13136,57,5,2607.61,3,2,1,321,OTHERS
14408,11,7,2606.53,5,1,1,511,"POTENTIAL LOYALISTS"
13983,30,12,2603.43,4,1,1,411,"POTENTIAL LOYALISTS"
17317,47,3,2600.34,3,3,1,331,OTHERS
12600,29,10,2599.04,4,1,1,411,"POTENTIAL LOYALISTS"
16919,157,11,2596.45,2,1,1,211,"AT RISK"
13895,29,4,2593.07,4,2,1,421,"POTENTIAL LOYALISTS"
14243,9,10,2588.77,5,1,1,511,"POTENTIAL LOYALISTS"
15033,5,10,2586.67,5,1,1,511,"POTENTIAL LOYALISTS"
13911,58,9,2580.91,3,1,1,311,OTHERS
14546,6,5,2578.09,5,2,1,521,"POTENTIAL LOYALISTS"
16912,29,11,2575.38,4,1,1,411,"POTENTIAL LOYALISTS"
15485,31,3,2575.00,4,3,1,431,"POTENTIAL LOYALISTS"
18245,8,7,2567.06,5,1,1,511,"POTENTIAL LOYALISTS"
16308,38,4,2560.00,3,2,1,321,OTHERS
15572,5,7,2552.86,5,1,1,511,"POTENTIAL LOYALISTS"
14334,17,8,2552.21,4,1,1,411,"POTENTIAL LOYALISTS"
14701,11,9,2549.37,5,1,1,511,"POTENTIAL LOYALISTS"
14676,32,6,2548.24,4,1,1,411,"POTENTIAL LOYALISTS"
13344,68,3,2543.72,3,2,1,321,OTHERS
14776,52,11,2538.30,3,1,1,311,OTHERS
17700,17,4,2534.64,4,2,1,421,"POTENTIAL LOYALISTS"
13471,2,4,2531.58,5,2,1,521,"POTENTIAL LOYALISTS"
14659,9,9,2529.93,5,1,1,511,"POTENTIAL LOYALISTS"
17314,25,8,2527.92,4,1,1,411,"POTENTIAL LOYALISTS"
13975,32,6,2526.28,4,1,1,411,"POTENTIAL LOYALISTS"
17449,3,7,2520.86,5,1,1,511,"POTENTIAL LOYALISTS"
13394,2,8,2520.02,5,1,1,511,"POTENTIAL LOYALISTS"
15245,135,3,2515.84,2,2,1,221,"AT RISK"
15271,8,15,2507.07,5,1,1,511,"POTENTIAL LOYALISTS"
12352,37,8,2506.04,3,1,1,311,OTHERS
13695,32,15,2504.13,4,1,1,411,"POTENTIAL LOYALISTS"
12517,29,5,2502.84,4,2,1,421,"POTENTIAL LOYALISTS"
15932,5,8,2495.87,5,1,1,511,"POTENTIAL LOYALISTS"
16477,64,7,2494.46,3,1,1,311,OTHERS
12483,18,8,2484.98,4,1,1,411,"POTENTIAL LOYALISTS"
12913,5,5,2483.63,5,2,1,521,"POTENTIAL LOYALISTS"
16710,20,10,2483.04,4,1,1,411,"POTENTIAL LOYALISTS"
14315,45,6,2481.13,3,1,1,311,OTHERS
13507,4,4,2479.16,5,2,1,521,"POTENTIAL LOYALISTS"
13588,16,9,2478.95,4,1,1,411,"POTENTIAL LOYALISTS"
17682,11,6,2474.33,5,1,1,511,"POTENTIAL LOYALISTS"
17188,12,7,2474.23,5,1,1,511,"POTENTIAL LOYALISTS"
14766,9,6,2473.37,5,1,1,511,"POTENTIAL LOYALISTS"
14502,20,11,2470.67,4,1,1,411,"POTENTIAL LOYALISTS"
17164,33,7,2467.35,4,1,1,411,"POTENTIAL LOYALISTS"
12455,74,6,2466.86,2,1,1,211,"AT RISK"
15750,3,8,2465.48,5,1,1,511,"POTENTIAL LOYALISTS"
17131,6,5,2463.17,5,2,1,521,"POTENTIAL LOYALISTS"
13784,10,11,2462.79,5,1,1,511,"POTENTIAL LOYALISTS"
15674,74,5,2446.60,2,2,1,221,"AT RISK"
14163,88,4,2445.91,2,2,1,221,"AT RISK"
15527,19,8,2429.78,4,1,1,411,"POTENTIAL LOYALISTS"
17071,29,9,2429.03,4,1,1,411,"POTENTIAL LOYALISTS"
13949,3,6,2427.32,5,1,1,511,"POTENTIAL LOYALISTS"
16143,4,6,2424.94,5,1,1,511,"POTENTIAL LOYALISTS"
17722,97,4,2424.04,2,2,1,221,"AT RISK"
15089,11,6,2420.84,5,1,1,511,"POTENTIAL LOYALISTS"
15373,9,12,2415.91,5,1,1,511,"POTENTIAL LOYALISTS"
12397,36,2,2409.90,3,3,1,331,OTHERS
17589,61,4,2404.17,3,2,1,321,OTHERS
15980,89,3,2398.86,2,2,1,221,"AT RISK"
18065,6,14,2392.83,5,1,1,511,"POTENTIAL LOYALISTS"
13141,85,5,2388.75,2,2,1,221,"AT RISK"
15370,41,7,2386.05,3,1,1,311,OTHERS
17530,2,10,2385.00,5,1,1,511,"POTENTIAL LOYALISTS"
14493,8,5,2383.24,5,2,1,521,"POTENTIAL LOYALISTS"
14554,11,4,2381.04,5,2,1,521,"POTENTIAL LOYALISTS"
14239,44,11,2380.85,3,1,1,311,OTHERS
15270,16,7,2379.49,4,1,1,411,"POTENTIAL LOYALISTS"
13722,132,3,2375.41,2,2,1,221,"AT RISK"
17434,3,7,2373.82,5,1,1,511,"POTENTIAL LOYALISTS"
14930,109,3,2372.86,2,2,1,221,"AT RISK"
13908,80,4,2369.55,2,2,1,221,"AT RISK"
15755,11,6,2364.25,5,1,1,511,"POTENTIAL LOYALISTS"
12457,67,7,2363.23,3,1,1,311,OTHERS
17634,37,9,2361.97,3,1,1,311,OTHERS
14030,19,8,2360.09,4,1,1,411,"POTENTIAL LOYALISTS"
14440,9,5,2357.68,5,2,1,521,"POTENTIAL LOYALISTS"
15140,53,7,2354.25,3,1,1,311,OTHERS
14309,9,9,2352.53,5,1,1,511,"POTENTIAL LOYALISTS"
12704,8,8,2340.84,5,1,1,511,"POTENTIAL LOYALISTS"
18259,25,3,2338.60,4,3,1,431,"POTENTIAL LOYALISTS"
12584,4,9,2338.15,5,1,1,511,"POTENTIAL LOYALISTS"
18257,40,8,2337.63,3,1,1,311,OTHERS
17954,6,12,2332.72,5,1,1,511,"POTENTIAL LOYALISTS"
15281,59,9,2332.15,3,1,1,311,OTHERS
12782,5,5,2330.92,5,2,1,521,"POTENTIAL LOYALISTS"
15785,33,5,2328.97,4,2,1,421,"POTENTIAL LOYALISTS"
17313,32,1,2328.84,4,5,1,451,"LOYAL CUSTOMER"
17744,4,6,2322.40,5,1,1,511,"POTENTIAL LOYALISTS"
17211,27,8,2317.22,4,1,1,411,"POTENTIAL LOYALISTS"
14290,12,5,2314.65,5,2,1,521,"POTENTIAL LOYALISTS"
15365,26,7,2314.32,4,1,1,411,"POTENTIAL LOYALISTS"
13994,4,6,2313.14,5,1,1,511,"POTENTIAL LOYALISTS"
13704,6,9,2308.06,5,1,1,511,"POTENTIAL LOYALISTS"
15288,44,5,2306.52,3,2,1,321,OTHERS
16735,79,5,2300.56,2,2,1,221,"AT RISK"
16550,109,5,2298.97,2,2,1,221,"AT RISK"
15105,19,7,2298.93,4,1,1,411,"POTENTIAL LOYALISTS"
13115,12,4,2294.78,5,2,1,521,"POTENTIAL LOYALISTS"
15704,141,4,2293.62,2,2,1,221,"AT RISK"
12615,3,4,2291.19,5,2,1,521,"POTENTIAL LOYALISTS"
13527,34,7,2287.51,3,1,1,311,OTHERS
17696,39,8,2285.71,3,1,1,311,OTHERS
12684,8,7,2283.63,5,1,1,511,"POTENTIAL LOYALISTS"
16782,11,13,2279.90,5,1,1,511,"POTENTIAL LOYALISTS"
13317,67,6,2273.68,3,1,1,311,OTHERS
17768,9,3,2273.18,5,3,1,531,"POTENTIAL LOYALISTS"
14466,30,7,2272.40,4,1,1,411,"POTENTIAL LOYALISTS"
13700,27,10,2265.12,4,1,1,411,"POTENTIAL LOYALISTS"
16057,17,7,2263.12,4,1,1,411,"POTENTIAL LOYALISTS"
16209,89,5,2262.62,2,2,1,221,"AT RISK"
14432,10,6,2255.51,5,1,1,511,"POTENTIAL LOYALISTS"
16293,22,10,2248.99,4,1,1,411,"POTENTIAL LOYALISTS"
17442,37,6,2248.56,3,1,1,311,OTHERS
15235,218,12,2247.51,1,1,1,111,"AT RISK"
16771,34,5,2246.81,3,2,1,321,OTHERS
15665,169,2,2242.01,2,3,1,231,OTHERS
14211,54,9,2241.10,3,1,1,311,OTHERS
16743,30,7,2238.09,4,1,1,411,"POTENTIAL LOYALISTS"
14560,8,22,2237.77,5,1,1,511,"POTENTIAL LOYALISTS"
14700,33,3,2235.30,3,3,1,331,OTHERS
16076,4,10,2234.73,5,1,1,511,"POTENTIAL LOYALISTS"
15834,71,4,2233.75,3,2,1,321,OTHERS
18242,73,4,2232.49,2,2,1,221,"AT RISK"
14226,29,5,2232.19,4,2,1,421,"POTENTIAL LOYALISTS"
14825,4,12,2226.91,5,1,1,511,"POTENTIAL LOYALISTS"
17591,74,7,2225.97,2,1,1,211,"AT RISK"
12783,3,6,2225.91,5,1,1,511,"POTENTIAL LOYALISTS"
13365,34,2,2225.37,3,3,1,331,OTHERS
15722,36,5,2222.56,3,2,1,321,OTHERS
15811,23,6,2218.62,4,1,1,411,"POTENTIAL LOYALISTS"
12876,58,2,2218.02,3,3,1,331,OTHERS
12653,149,2,2209.85,2,3,1,231,OTHERS
13862,19,8,2209.36,4,1,1,411,"POTENTIAL LOYALISTS"
15797,114,4,2207.40,2,2,1,221,"AT RISK"
15179,19,5,2206.95,4,2,1,421,"POTENTIAL LOYALISTS"
13831,17,6,2202.99,4,1,1,411,"POTENTIAL LOYALISTS"
